date_availability_nk,country_name,sku,riro,runin,runout,as400_sku_description,sku_name,website_url,product_size,brand_name,supplier_number,supplier_name,category_fpna_l1_name,category_fpna_l2_name,category_fpna_l3_name,category_fpna_l4_name,,dc_fd,dc_d,listed_online,listed_online_ex_fdd,abcde_ranking,npd,npd_launch_date,has_distribution_code,min_date_trading,zones,min_zoning_date,rsp_retail,rsp_digital,unit_cost_retail,unit_cost_digital,isa_percent,da_percent,rwa_percent,retail_dc_soh,retail_dc_stock_val,digital_dc_soh,digital_dc_stock_val,stores_zoned,stores_available,stores_stocked,stores_soh,stores_stock_val,volume_digital,volume_retail,sales_amount_digital,sales_amount_retail,sales_units_1w_digital,sales_units_1w_retail,sales_units_4w_digital,sales_units_4w_retail,sales_units_16w_digital,sales_units_16w_retail,sales_units_26w_digital,sales_units_26w_retail,sales_units_52w_digital,sales_units_52w_retail,sales_1w_digital,sales_1w_retail,sales_4w_digital,sales_4w_retail,sales_16w_digital,sales_16w_retail,sales_26w_digital,sales_26w_retail,sales_52w_digital,sales_52w_retail,margin_digital,margin_retail,margin_rate_digital,margin_rate_retail,margin_4w_digital,margin_4w_retail,margin_16w_digital,margin_16w_retail,margin_26w_digital,margin_26w_retail,margin_52w_digital,margin_52w_retail
2/8/2023,United Kingdom,63067,,,,GLOW 300MG CBD FACEOIL 30ML 30ML,Grass & Co. GLOW Nourishing 300mg CBD Face Oil 30ml,https://AAA/shop/product/grass-co-glow-nourishing-300mg-cbd-face-oil-30ml-60063067?skuid=063067,30ML,Grass & Co.,7239,GRASS & CO,VHMS,CBD,Isolate,Beauty - Isolate,CBD,0,0,1,1,C,1,0-5 months ago,1,8/2/2023,"1, 20, 95",1/3/2023,29.5,29.5,12.29,12.29,1,1,1,28,344.12,32,393.28,313,313,332,1569,19283.01,1,4,10.8333,36.368,1,4,8,19,78,116,105,144,105,144,29.9416,97.468,109.0081,309.335,981.0983,1608.2846,1394.1475,2171.9916,1394.1475,2171.9916,4.6883,11.788,0.432767485,0.324131104,38.3406,146.4925,409.8591,776.989,574.0358,1082.606,574.0358,1082.606
2/8/2023,United Kingdom,863,,,,LITHOLEXAL JOINT HEALTH 60 TABS,Litholexal Joint Health 60 Tablets,https://AAA/shop/product/litholexal-joint-health-60000863?skuid=000863,60 TABS,Pharma Medico,16507,PHARMA MEDICO LTD,VHMS,"Joint, Bone & Muscle Care",Aches & Pains,Herbal remedies,"JOINT, BONE & MUSCLE CARE",0,0,1,1,D,0,12+ months ago,1,1/10/2017,"4, 5, 6, 7, 8, 9, 10, 11, 12, 23, 24, 25, 26, 27, 28, 29, 30, 31, 40, 41, 42, 44, 45",11/8/2021,29.95,29.95,9.98,9.98,0.99689441,1,1,230,2295.4,17,169.66,644,642,651,2510,25049.8,2,9,28.7916,118.331,2,9,46,144,322,755,442,1071,723,1757,197.1498,540.975,725.8242,2481.1186,4736.5277,10457.092,6595.5508,15959.2282,11180.7543,27983.7823,13.8316,51.011,0.480404007,0.431087374,381.5242,1399.2636,2767.8877,5716.232,3734.0508,8852.4182,6588.3343,16359.0723
2/8/2023,United Kingdom,65091,,,,BIOEARTH SPF50+ FACECRM 50ML 66,Bioearth SPF50+ Face Cream 50ml,,66,Bioearth,1186,SAN.ECO.VIT SRL,Beauty,Toiletries,Toiletries-Sun Care,Sun Cream,SPARE,0,0,1,1,C,1,0-5 months ago,1,11/5/2023,"1, 2",23/05/2023,21.5,21.5,5.91,5.91,0.995744681,1,0,0,0,337,1991.67,705,702,704,3838,22682.58,1,11,17.9166,154.766,1,11,49,422,206,1332,206,1332,206,1332,183.1079,1251.683,607.8656,6123.253,2349.1617,19485.3266,2349.1617,19485.3266,2349.1617,19485.3266,14.9616,122.261,0.835069154,0.78997325,392.1506,4268.9905,1422.7692,13597.4891,1422.7692,13597.4891,1422.7692,13597.4891
2/8/2023,United Kingdom,23968,,,,ALOE DENT TPASTE SENSITIVE100M 100ML,Aloe Dent Sensitive Toothpaste 100ml,https://AAA/shop/product/aloe-dent-sensitive-toothpaste-60023968?skuid=023968,100ML,Aloe Dent,4203,DR ORGANIC LIMITED,Beauty,Toiletries,Toiletries-Dental,Toothpaste,TOILETRIES,0,0,1,1,A,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 6, 7, 8, 9, 20, 21, 22, 23, 24, 25, 26, 27, 28, 95",30/03/2020,4.99,4.99,1.16,1.16,0.98189415,1,1,10174,11801.84,105,121.8,718,705,707,4714,5468.24,12,123,35.2664,472.478,12,123,176,3060,1282,15790,2351,28484,4657,55357,179.8157,3398.568,619.4294,12279.913,3898.5942,56434.0218,6937.1702,100042.3901,13687.3082,194772.3764,21.3464,329.798,0.605290021,0.698017685,415.2694,8730.313,2567.1462,39726.0778,4535.5062,70743.6621,8901.1482,137978.7204
2/8/2023,United Kingdom,13630,,,,POSTNATAL SOLUTION 50ML,Natural Birthing Co Pure Bliss Soothing Postnatal Compress Solution 50ml,https://AAA/shop/product/natural-birthing-co-pure-bliss-soothing-postnatal-compress-solution-60013630?skuid=013630,50ML,Natural Birthing Co,15095,NATURAL BIRTHING COMPANY,Beauty,Toiletries,Baby & Child,Pregnancy & New Mum,SPARE,,,0,0,E,0,12+ months ago,0,18/10/2017,,,16.99,16.99,6.37,6.37,,,,2,12.74,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,14.1583,11.333,,,,,,,,,,,7.7883,4.963
2/8/2023,United Kingdom,48069,,,,*AYUMI PURE HENNA (MENDHI) PO 200G,Ayumi Pure Henna (Mendhi) Powder 200g,https://AAA/shop/product/ayumi-pure-henna-mendhi-powder-60048069?skuid=048069,200G,Ayumi,25084,AYURVEDA WELLNESS LTD,Beauty,Haircare,Hair Colour,Henna,INTERNET ONLY,0,0,1,1,D,0,12+ months ago,0,16/12/2020,,,5.29,5.29,1.75,1.75,,1,,0,0,68,119,0,0,6,7,12.25,11,,46.2998,,11,,130,14,716,100,785,103,1189,146,157.8491,4.4083,523.9303,56.757,2492.88,372.206,2706.288,381.348,3883.4963,503.9706,27.0498,,0.584231465,,296.4303,32.257,1239.88,197.206,1332.538,201.518,2040.7363,273.1406
2/8/2023,United Kingdom,64086,,,,H&B NAS CHOC HAZELNUT BAR 100,AAA Swiss Milk Chocolate with Hazelnut 100g,,100,AAA,25014,RETAIL BRANDS LIMITED,Food,Protein Powders,Nutritionally Complete Food,Bars,Healthy Snacking,0,0,0,0,C,1,0-5 months ago,1,1/8/2023,"1, 2, 3, 4, 5, 6, 7, 8",1/8/2023,3.29,3.29,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,62680,,,,GRENADE LEMON CHEESECAKE BAR 60G,,,60G,,7193,GRENADE UK LTD,Sports,"Bars, Drinks & Supplements",Sports - Bars & Drinks,Sports - Bars & Drinks,Healthy Snacking,1,1,0,0,C,1,0-5 months ago,1,28/07/2023,,,2.85,2.85,1.05,,,,,0,0,,,0,0,0,0,,,,,,,,,1,,1,,1,,1,,2.133,,2.133,,2.133,,2.133,,2.133,,,,,,1.083,,1.083,,1.083,,1.083
2/8/2023,United Kingdom,40661,,,,Q+A SUPERFOOD FACIALOIL 30ML,Q+A Superfood Facial Oil - 30ml,https://AAA/shop/product/qa-superfood-facial-oil-60040661?skuid=040661,30ML,Q+A,5177,ELLIPSIS BRANDS,Beauty,Skincare,Skincare-Facial Skincare,Facial Skincare,SKIN CARE,0,0,1,1,C,0,12+ months ago,1,4/2/2020,"1, 2, 3, 4, 5, 6, 8, 9, 10, 20, 21, 22, 23, 24",21/07/2021,8,8,2.67,2.67,0.933236575,1,1,48,128.16,115,307.05,689,643,647,2162,5772.54,8,21,44.583,130.344,8,21,194,718,564,1946,1138,3460,2234,6352,416.2574,1026.838,882.2901,3526.746,2803.52,10902.2312,5683.3772,19420.0357,10947.8441,35220.0591,23.223,74.274,0.520893614,0.569830602,488.4651,2074.7735,1493.885,6375.8587,3074.1197,11670.6882,5908.1541,21614.2516
2/8/2023,United Kingdom,49302,,,,FNB TISSRND BODY LOTION NEROLI 195ML,Tisserand The Body Lotion Neroli & Sandalwood 195ml,https://AAA/shop/product/tisserand-the-body-lotion-neroli-sandalwood-60049302?skuid=049302,195ML,Tisserand,6175,FIRST NATURAL BRANDS LTD,Beauty,Aromatherapy,Wellbeing,Wellbeing-Toiletries,AROMATHERAPY,1,1,0,0,E,0,12+ months ago,1,21/10/2018,,,1,1,2.78,,,,,0,0,,,0,0,1,1,2.78,,,,,,,,,,,,,,1,,,,,,,,,,1.567,,,,,,,,,,,,-1.213
2/8/2023,United Kingdom,60304,Runin,60304,5580,H&B SUPER CHELATED MULTI MINE 90TABS,AAA High Strength Super Multi Mineral (including Iodine) 90 Tablets,https://AAA/shop/product/AAA-super-multi-mineral-including-iodine-tablets-60005580?skuid=060304,90TABS,AAA,7151,H&B INTERNAL PACKAGING,VHMS,"Heart, Vision & Brain Health",Heart,Herbal & Mineral,ENERGY & PERFORMANCE,0,0,1,1,B,0,12+ months ago,1,8/7/2022,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 40, 41, 42, 43, 44, 95",14/04/2022,9.99,9.99,1.46,1.45,0.997214485,1,1,1594,2327.24,234,341.64,718,716,714,3415,4951.75,10,35,56.6415,220.779,10,35,354,855,1404,3142,2303,5048,4468,8030,595.8147,1434.173,1989.818,5647.434,8108.1822,21228.2816,13149.5059,33386.5961,25573.8679,53505.957,42.1415,169.679,0.744003955,0.768546827,1476.428,4399.134,6066.0522,16642.4416,9794.8359,26095.6761,19060.8679,41987.347
2/8/2023,United Kingdom,4280,Runout,61531,4280,H&B CHOLINE & INOSITOL 100,AAA Choline & Inositol 100 Caplets,https://AAA/shop/product/AAA-choline-inositol-caplets-500mg-60004280?skuid=004280,100,PE Nutrition,7151,H&B INTERNAL PACKAGING,VHMS,Sports Supplements,Sports Miscellaneous Supplements,Sports Vitamins,Sports Supplements,1,0,0,0,B,0,12+ months ago,1,1/10/2017,,,10,10,,1.38,,,,0,0,,,0,0,5,7,9.66,,,,,,,,0,,12,,37,5,288,,,,-1.1,,56.536,,208.357,20.0582,1815.984,,,,,,-1.08,,40.036,,157.117,13.1582,1416.214
2/8/2023,United Kingdom,37051,,,,DR B ORANGE GINGER LIP BALM 4G,Dr Bronner's - Orange-Ginger Organic Lip Balm 4g,https://AAA/shop/product/dr-bronner-s-orange-ginger-organic-lip-balm-60037051?skuid=037051,4G,Dr Bronner,8246,HEALTHY Food Brands Ltd,Beauty,Skincare,Skincare-Facial Skincare,Skincare-Lip Care,SKIN CARE,1,1,1,1,D,0,12+ months ago,1,31/01/2020,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, 22, 23, 24, 25, 26",19/10/2022,3.79,3.79,1.44,1.44,0.902158273,1,0,0,0,9,12.96,695,627,635,2162,3113.28,2,7,5.1333,19.148,2,7,21,272,85,981,165,1470,383,3859,22.4415,192.104,46.8495,693.172,198.1807,2726.535,417.1535,4186.2966,904.8721,10809.5826,2.2533,9.068,0.438957396,0.473574264,23.4495,399.842,91.6207,1476.495,195.3935,2239.5366,416.3521,5800.2626
2/8/2023,United Kingdom,43370,,,,*NS INSTANT GLOW FACE MASK SINGLE,Natura Siberica Instant Glow Face Mask For All Skin Types  75ml,https://AAA/shop/product/natura-siberica-instant-glow-face-mask-for-all-skin-types-60043370?skuid=043370,SINGLE,Natura Siberica,14052,NATURES DREAM LTD,Beauty,Skincare,Skincare-Facial Skincare,Skincare-Face Masks,SKIN CARE,1,1,0,0,E,0,12+ months ago,1,14/09/2020,,,3.7,3.7,2.49,,,,,0,0,,,0,0,7,23,57.27,,,,,,,,7,,20,,26,,62,,9.283,,17.628,,55.854,,77.996,,265.773,,,,,,0.198,,6.054,,13.256,,111.393
2/8/2023,United Kingdom,46879,,,,H&B BOVINE COLLAGENGUMMY 60TABS,AAA Bovine Collagen Strawberry 60 Gummies,https://AAA/shop/product/AAA-bovine-collagen-strawberry-gummies-500mg-60046879?skuid=046879,60TABS,AAA,7151,H&B INTERNAL PACKAGING,VHMS,Skin Hair & Nails,Collagen,Collagen,"SKIN, HAIR & NAILS",0,0,1,1,A,0,12+ months ago,1,19/08/2021,"1, 2, 3, 4, 5, 20, 21, 22, 23, 40, 42, 95",31/12/2021,17.99,17.99,3.463181818,3.6,0.988842399,1,1,5107,17670.22,720,2491.2,717,709,711,5705,20538,40,88,414.924,1014.598,40,88,1072,3636,3923,10679,6488,16866,8237,26710,3270.1838,10466.5913,10622.7323,42239.8197,37362.215,124815.849,61583.3156,192258.8718,78784.4773,303508.0521,270.924,709.838,0.652948492,0.699624876,6763.5323,30061.9097,23841.805,89074.749,38905.8556,134602.5318,49865.5073,212424.0021
2/8/2023,United Kingdom,91122,,,,ALOE VERA CONDITIONER SINGLE,,,SINGLE,,2110,VOGELS (BIOFORCE),Misc,Misc,Direct Products,Direct Products,DIRECT PRODUCTS,0,0,0,0,E,,0-5 months ago,1,,,,0,0,,,,,,0,0,,,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,61304,,,,REMEDY KOMBUCHA APPLE 700ML 700ML,Remedy Kombucha Apple 700ml,https://AAA/shop/product/remedy-kombucha-apple-crisp-drink-60049485?skuid=061304,700ML,Remedy,25013,REMEDY DRINKS UK,Food,Drinks,Ambient Drinks,Ambient Drinks-Kombucha,JUICES & DRINKS,1,0,0,0,C,0,12+ months ago,1,16/04/2022,,,3.69,3.69,1.26,1.278823529,,,,0,0,1,1.26,0,0,5,14,19.88,,,,,,,,1,,117,17,1567,912,11198,,2.6,,2.6,,144.135,32.3332,3051.22,1602.399,22332.362,,,,,,1.695,,35.505,15.8432,1411.57,710.5412,10839.4034
2/8/2023,United Kingdom,33874,,,,MD ANTI-POLLUTION SERUM 30ML,Manuka Doctor Anti-Pollution Protective Primer 30ml,https://AAA/shop/product/manuka-doctor-anti-pollution-protective-primer-60033874?skuid=033874,30ML,Manuka Doctor,13344,MANUKA DOCTOR LIMITED,Beauty,Skincare,Skincare-Facial Skincare,Facial Skincare,SKIN CARE,1,1,0,0,E,0,12+ months ago,1,13/06/2019,,,14,14,10.58,,,,,0,0,,,0,0,5,18,190.44,,,,,,,,1,,5,,5,,12,,,,4.95,,14.845,,14.845,,121.628,,,,,,-5.63,,-38.055,,-38.055,,-5.202
2/8/2023,United Kingdom,61950,,,,DOSE&CO MARINE COLLAGEN 221G SINGLE,Dose & Co Marine Collagen 221g,https://AAA/shop/product/dose-co-marine-collagen-221g-60061950?skuid=061950,SINGLE,Dose & Co,25062,ZURU UK LIMITED,VHMS,Skin Hair & Nails,Collagen,Collagen,"SKIN, HAIR & NAILS",0,0,1,1,B,0,12+ months ago,1,15/07/2022,"1, 2, 3, 4, 5, 20, 21, 22, 23, 40, 42, 95",12/7/2022,32.99,32.99,12.46,12.3,0.327754533,1,1,641,7986.86,1273,15861.58,717,235,236,646,7945.8,23,7,478.0242,190.149,23,7,168,223,721,2163,2742,5014,7948,12882,1831.2811,2865.246,2982.1545,4826.2656,11586.9879,45528.6022,46099.3335,105403.6202,131105.6265,265333.6099,195.1242,102.929,0.408188958,0.54130708,1361.6295,2719.5056,4867.8029,25351.9622,20741.3835,58927.3552,61031.8665,151118.8749
2/8/2023,United Kingdom,36633,,,,AMOORRA PEACE SHOWERBOMB 30G,Amoorra Peace Shower Bomb 30g,https://AAA/shop/product/amoorra-peace-shower-bomb-60036633?skuid=036633,30G,Amoorra,2446,LUXURY HOME SPA LTD,Beauty,Toiletries,Toiletries-Shower & Bath,Bath Salts & Additives,SPARE,1,1,0,0,E,0,12+ months ago,1,16/10/2019,,,0.8,0.8,0.95,,,,,0,0,,,0,0,33,117,111.15,,,,,,,,10,,19,,21,,29,,2.001,,6.568,,20.193,,23.435,,36.485,,,,,,-2.932,,2.143,,3.485,,8.935
2/8/2023,United Kingdom,62129,,,,NH DARK CHOC BANANA75G 75G,Natures Heart Dark Chocolate Banana 75g,https://AAA/shop/product/natures-heart-dark-chocolate-banana-60062129?skuid=062129,75G,Nature's Heart,15295,NESTLE UK LTD,Food,Healthier Snacking,Confectionery,Chocolate,Healthy Snacking,1,1,1,0,C,0,12+ months ago,1,29/07/2022,,,0.26,0.26,1.2,1.2,,,,0,0,0,0,0,0,232,1479,1774.8,,551,,99.596,,551,86,1655,451,5676,679,7709,1091,12638,62.6327,646.964,187.2391,2615.966,767.0566,9775.6286,1134.8259,13412.9016,1888.7334,22671.5518,,-561.604,,-5.638820836,84.0391,629.966,257.5366,3368.9726,374.1259,4790.3056,634.2034,8141.3758
2/8/2023,United Kingdom,12611,Runout,60097,12611,PIP & NUT LE CR MAPL 225G,Pip & Nut Crunchy Maple Peanut Butter 225g,https://AAA/shop/product/pip-nut-crunchy-maple-peanut-butter-60012611?skuid=012611,225G,Pip & Nut,16540,PIP & NUT LTD,Food,Breakfast & Spreads,Spreads,Nut Butters,HONEY & SPREADS,1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,1.1,1.1,1.13,,,,,0,0,,,0,0,1,1,1.13,,,,,,,,,,,,,,1,,,,,,,,,,1.74,,,,,,,,,,,,0.61
2/8/2023,United Kingdom,15605,,,,H&B VITAMIN D3 25UG 100 TABS,AAA Vitamin D3 100 Tablets 25ug,https://AAA/shop/product/AAA-vitamin-d3-tablets-25ug-60099316?skuid=015605,100 TABS,AAA,7151,H&B INTERNAL PACKAGING,VHMS,"Joint, Bone & Muscle Care",Prevention & Maintainance,Vitamin D,"JOINT, BONE & MUSCLE CARE",1,0,0,0,E,0,12+ months ago,1,1/10/2017,,,1.3,1.3,0.371111111,,,,,0,0,,,0,0,4,188,71.44,,,,,,,,,,9,,35,,85,,,,,,17.075,,80.637,,191.447,,,,,,,,13.735,,67.917,,160.597
2/8/2023,United Kingdom,60324,Runin,60324,300,H&B ULTRA SOYA LECITHIN 1200M 120,,,120,,7151,H&B INTERNAL PACKAGING,VHMS,Supplements,Supplements - Lecithin,Supplements - Lecithin,"HEART, VISION & BRAIN",0,0,0,0,C,0,12+ months ago,1,14/04/2022,95,19/05/2023,12.99,12.99,,,0.5,,1,0,0,,,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,5711,Runout,47243,5711,H&B ZINC GLUCONATE 15MG 100,AAA High Strength Zinc 100 Tablets 15mg,https://AAA/shop/product/AAA-high-strength-zinc-tablets-15mg-60005711?skuid=005711,100,AAA,7151,H&B INTERNAL PACKAGING,VHMS,"Cold, Flu & Immunity",Prevent,Zinc,"COLD, FLU & IMMUNITY",1,0,0,0,A,0,12+ months ago,1,1/10/2017,,,3.6,3.6,0.49,,,,,641,314.09,,,0,0,13,113,55.37,,,,,,,,15,,199,,1404,,3297,,3.7,,32.85,,588.29,,4733.426,,9685.553,,,,,,25.5,,490.78,,4045.466,,8070.213
2/8/2023,United Kingdom,38164,,,,ACTIPH ALKALINE IONISED WATER SINGLE,ActiPH Alkaline Ionised Water 600ml,https://AAA/shop/product/actiph-alkaline-ionised-water-60038163?skuid=038164,SINGLE,ActiPH Water,25051,ACTIPH WATER,Food,Drinks,Chilled Drinks,Chilled Drinks-Water,CHILLED RTDS,0,0,1,1,A,0,12+ months ago,1,7/10/2019,"1, 2, 3, 4, 5, 6, 7, 8, 9, 61",2/2/2022,1.49,1.49,0.574834437,0.54,0.99858156,1,1,33408,19376.64,4539,2632.62,705,704,718,99573,53769.42,342,1208,106.7832,880.092,342,1208,4966,18735,7080,69828,52098,91286,144609,164307,861.3071,5626.402,1944.2638,21500.089,4099.0166,81242.1566,30511.912,105089.7549,83788.5867,172822.8942,-40.2426,318.6928,-0.376862653,0.362113052,-699.722,10878.7098,313.4708,41049.0474,2226.2762,53334.1857,9306.143,86621.526
2/8/2023,United Kingdom,13213,,,,EAT RL TOM & BASIL 135G,Eat Real Tomato & Basil Hummus Chips 135g,https://AAA/shop/product/eat-real-tomato-basil-hummus-chips-60013213?skuid=013213,135G,Eat Real,3466,LAKSHMI & SONS (EAT REAL),Food,Healthier Snacking,Crisps,Crisps-Multipack & Sharer,Healthy Snacking,1,1,0,0,D,0,12+ months ago,1,1/10/2017,,,1.99,1.99,0.934444444,,,,,0,0,,,0,0,5,15,,,,,,,,,,,,,9,,1318,,,,,,,,1.65,,1772.64,,,,,,,,,,-6.76,,874.778
2/8/2023,United Kingdom,60105,,,,H&B AROMATHERAPY MIXING BOTTLE SINGLE,Miaroma Aromatherapy Mixing Bottle 30ml,https://AAA/shop/product/miaroma-aromatherapy-mixing-bottle-60060105?skuid=060105,SINGLE,Miaroma,6175,FIRST NATURAL BRANDS LTD,Beauty,Aromatherapy,Oils,Essential & Diffuser Oils,AROMATHERAPY,0,0,1,1,C,0,12+ months ago,1,1/10/2017,"1, 2, 3, 20, 21, 22",22/07/2021,3,3,0.47,0.47,0.997206704,1,1,79,37.13,40,18.8,716,714,717,2897,1361.59,1,30,1.7666,52.582,1,30,68,661,269,2926,408,4480,718,7818,31.0331,354.355,123.6993,1405.077,454.3052,5791.974,700.8782,9086.0956,1206.8002,15948.4486,1.2966,38.482,0.733952225,0.7318474,91.7393,1094.407,327.8752,4416.754,509.1182,6998.4556,869.3402,12330.1286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
