date_availability_nk,country_name,sku,riro,runin,runout,as400_sku_description,sku_name,website_url,product_size,brand_name,supplier_number,supplier_name,category_fpna_l1_name,category_fpna_l2_name,category_fpna_l3_name,category_fpna_l4_name,,dc_fd,dc_d,listed_online,listed_online_ex_fdd,abcde_ranking,npd,npd_launch_date,has_distribution_code,min_date_trading,zones,min_zoning_date,rsp_retail,rsp_digital,unit_cost_retail,unit_cost_digital,isa_percent,da_percent,rwa_percent,retail_dc_soh,retail_dc_stock_val,digital_dc_soh,digital_dc_stock_val,stores_zoned,stores_available,stores_stocked,stores_soh,stores_stock_val,volume_digital,volume_retail,sales_amount_digital,sales_amount_retail,sales_units_1w_digital,sales_units_1w_retail,sales_units_4w_digital,sales_units_4w_retail,sales_units_16w_digital,sales_units_16w_retail,sales_units_26w_digital,sales_units_26w_retail,sales_units_52w_digital,sales_units_52w_retail,sales_1w_digital,sales_1w_retail,sales_4w_digital,sales_4w_retail,sales_16w_digital,sales_16w_retail,sales_26w_digital,sales_26w_retail,sales_52w_digital,sales_52w_retail,margin_digital,margin_retail,margin_rate_digital,margin_rate_retail,margin_4w_digital,margin_4w_retail,margin_16w_digital,margin_16w_retail,margin_26w_digital,margin_26w_retail,margin_52w_digital,margin_52w_retail
2/8/2023,United Kingdom,13220,,,,*EAT RL TOM BAS LNTL 113G,Eat Real Tomato & Basil Lentil Chips 113g,https://AAA/shop/product/eat-real-tomato-basil-lentil-chips-60013220?skuid=013220,113G,Eat Real,3466,LAKSHMI & SONS (EAT REAL),Food,Healthier Snacking,Crisps,Crisps-Multipack & Sharer,INTERNET ONLY,1,0,1,0,E,0,12+ months ago,0,2/10/2017,,,1.99,1.99,0.92,0.92,,,,0,0,1,0.92,0,0,1,1,,,1,,1.49,,1,150,1,794,3,1005,3,1706,5,54.87,1.49,254.11,1.49,1103.01,5.07,1453.25,5.07,2422.4,7.7906,,0.846,,0.567785235,116.11,0.846,497.46,2.586,656.68,2.586,1095.9288,3.401
2/8/2023,United Kingdom,20607,,,,DR O SNAIL GEL CREAM 50ML,Dr Organic Snail Gel Cream 50ml,https://AAA/shop/product/dr-organic-snail-gel-cream-60020607?skuid=020607,50ML,Dr Organic,4203,DR ORGANIC LIMITED,Beauty,Skincare,Skincare-Facial Skincare,Facial Skincare,SKIN CARE,0,0,1,1,B,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, 22, 23, 24, 25, 26, 95",2/7/2021,19.99,19.99,3.58,3.3,0.9972106,1,1,2605,9325.9,196,701.68,717,715,718,7989,26363.7,47,97,304.891,633.424,47,97,225,963,1433,4768,2183,7087,5539,16388,802.1399,3173.477,2282.4621,11764.667,12891.0736,49463.4968,20168.7355,78499.4868,47652.6933,169800.4205,193.219,375.792,0.633731399,0.593270858,1700.8701,8986.415,9348.7216,36020.2448,14646.3835,57675.9148,32769.5113,122043.9105
2/8/2023,United Kingdom,63593,,,,H&B A YEAR'S SUPPLYIMMUNITY B SINGLE,AAA A Year's Supply Vitamin C High Strength Slow Release 1000mg 360 Tablets Immunity Bundle,https://AAA/shop/product/AAA-a-year-s-supply-vitamin-c-high-strength-slow-release-1000mg-360-tablets-immunity-bundle-60063593?skuid=063593,SINGLE,AAA,7151,H&B INTERNAL PACKAGING,VHMS,Vitamins,Vitamins - C,Vitamins - C,SUPPLIER FSDU 2,0,0,1,1,E,,0-5 months ago,0,,,,24,24,6.42,,,,,0,0,0,0,0,0,1,2,12.84,,,,,,,,,,,,-2,,-2,,,,,,,,-23.692,,-23.692,,,,,,,,,,-10.852,,-10.852
2/8/2023,United Kingdom,40785,,,,REN EVERCALM CLEANSING GEL SINGLE,REN Evercalm Gentle Cleansing Gel,https://AAA/shop/product/ren-evercalm-gentle-cleansing-gel-60040785?skuid=040785,SINGLE,REN,2452,REN LIMITED,Beauty,Premium Beauty,Premium Beauty-Facial Skincare,Premium Beauty-Facial Skincare,PREMIUM BEAUTY,0,0,1,1,E,0,12+ months ago,1,18/01/2020,10,14/06/2023,25,25,10.08,11.46,1,1,1,66,665.28,68,685.44,1,1,4,17,194.82,,,,,,,3,2,16,4,33,5,92,6,18.75,10.417,51.2332,20.834,248.816,60.475,504.6405,81.308,1491.8716,102.141,,,,,16.8532,0.674,65.456,18.775,126.4605,29.528,437.5516,38.901
2/8/2023,United Kingdom,17777,,,,*BB GLOSS CRAYON PINK LAGOON SINGLE,Burt's Bees Pink Lagoon Gloss Lip Crayon 2.83g,https://AAA/shop/product/burt-s-bees-pink-lagoon-gloss-lip-crayon-60017777?skuid=017777,SINGLE,Burt's Bees,2360,Burts Bees (CBEE)EUROPE,Beauty,Cosmetics,Cosmetics,Lips,INTERNET ONLY,1,1,0,0,E,0,12+ months ago,0,12/2/2018,,,1,9.99,3.74,,,,,0,0,,,0,0,15,35,130.9,,,,,,,,,,,,,,4,,,,,,,,,,3.332,,,,,,,,,,,,-11.628
2/8/2023,United Kingdom,48146,,,,MIAROMA NATURAL LINEN CANDLE 220G,Miaroma Natural Linen Soy Candle 220g,https://AAA/shop/product/miaroma-natural-linen-soy-candle-220g-60048146?skuid=048146,220G,Miaroma,17101,WAX LYRICAL LIMITED,Beauty,Aromatherapy,Aromatherapy-Home Fragrance,Aromatherapy-Home Fragrance,AROMATHERAPY,0,0,1,1,E,0,12+ months ago,1,30/07/2021,"1, 20",22/07/2021,4.99,4.99,2.77,2.77,1,1,1,1661,4600.97,124,343.48,50,50,261,842,2332.34,7,6,26.8415,19.341,7,6,309,183,448,439,469,528,526,884,84.6745,135.747,674.0867,545.8966,1027.1923,1401.0649,1146.4668,1954.0259,1440.7487,3903.2559,7.4515,2.721,0.277611162,0.14068559,-181.8433,38.5666,-213.7677,181.4749,-152.6632,487.9059,-16.2713,1462.6259
2/8/2023,United Kingdom,44488,,,,GB STICK MAN BUBBLEBATH 400ML,Good Bubble Stick Man Sweet Fig & Elder Bubble Bath,https://AAA/shop/product/good-bubble-stick-man-sweet-fig-elder-bubble-bath-60044488?skuid=044488,400ML,Good Bubble,5149,ELLA BANKS LTD,Beauty,Toiletries,Baby & Child,Toiletries,SPARE,,,0,0,E,0,12+ months ago,0,7/9/2020,,,2,2,0.443333333,,,,,2,2.66,,,,,,,,,,,,,,,,,3,,3,,23,,,,,,4.992,,4.992,,64.943,,,,,,,,1.002,,1.002,,36.0155
2/8/2023,United Kingdom,51638,,,,*PMS COCONUT BACON RECYCLABLE SINGLE,Pimp My Salad Coconut Bacon Recyclable Value Pack 105g,https://AAA/shop/product/pimp-my-salad-coconut-bacon-recyclable-value-pack-60051638?skuid=051638,SINGLE,Pimpmysalad,23198,WINDFALL LOGISTICS LTD.,Food,Chilled Food,Meat Alternatives-Chilled Food,Chilled Food-Meat Alternatives,INTERNET ONLY,,,1,1,E,1,6-11 months ago,0,24/10/2022,,,4.49,4.49,2.36,2.36,,1,,,,50,118,,,,,,,,,,,,10,,48,,73,,121,1,27.1249,,30.8665,,153.5154,,230.573,,381.1715,3.7416,,,,,7.2665,,40.2354,,58.293,,95.6115,1.3816
2/8/2023,United Kingdom,33050,,,,H&B CBD SERUM 30ML,AAA CBD Serum 30ml,https://AAA/shop/product/AAA-cbd-serum-60033050?skuid=033050,30ML,AAA,16537,PELHAM HEALTHCARE LIMITED,VHMS,CBD,Isolate,Beauty - Isolate,CBD,0,0,1,1,C,0,12+ months ago,1,28/01/2019,"1, 2, 20, 21, 95",16/06/2021,19.99,19.99,1.95,1.94,1,1,1,3071,5988.45,40,78,718,718,720,3873,7513.62,,11,,119.999,,11,60,176,407,907,564,1385,1829,3396,165.7663,615.126,704.8651,2257.894,3853.5833,9766.439,5574.5709,15727.336,15057.1653,35032.7876,,98.549,,0.82124851,588.4651,1915.234,3064.0033,7999.569,4480.4109,13045.476,11508.9053,28450.3176
2/8/2023,United Kingdom,82121,,,,H&B RST & LESS-SALTED CASHEWS 200G,AAA Lower Salt Roasted Cashews 200g,https://AAA/shop/product/AAA-lower-salt-roasted-cashews-60082121?skuid=082121,200G,AAA,8218,H&B Internal Packaging,Food,"Fruits, Nuts & Seeds",Nuts,Cashews,DRIED FRUIT & NUTS,1,0,1,0,B,0,12+ months ago,1,1/10/2017,,,1.5,1.5,1.9,1.892258065,,,,0,0,4,7.6,0,0,363,2061,3915.9,,393,,336.594,,393,279,4279,1773,17860,2305,25878,3107,39534,7.4666,1638.549,491.9451,7843.85,3451.3439,40178.4336,4846.0508,65587.5127,7149.9214,109626.4979,,-410.106,,-1.218399615,-35.9949,-295.87,42.5739,5970.3236,405.4108,15792.1527,1169.6814,31960.4079
2/8/2023,United Kingdom,71187,,,,FLORAVITAL LIQUID 500ML 500ML,Floravital Herbal Iron and Vitamin Formula 500ml,https://AAA/shop/product/floravital-herbal-iron-and-vitamin-formula-60016897?skuid=071187,500ML,Floradix,19082,SALUS (UK)LTD,VHMS,Energy & Performance,Energy Support,Vit B Complexes,HEALTH & WELLBEING,,,0,0,E,0,12+ months ago,0,4/9/2018,,,4,16.59,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,-0.208,,,,,,,,,,,,-0.208
2/8/2023,United Kingdom,50589,,,,*CALM SOC DE-STRESSCANDLE 150G,The Calm Society Destress Candle 150g,https://AAA/shop/product/the-calm-society-destress-candle-60050589?skuid=050589,150G,The Calm Society,1164,RULE13 LIMITED T/A ADDCBD,Beauty,Aromatherapy,Aromatherapy-Home Fragrance,Aromatherapy-Home Fragrance,AROMATHERAPY,1,1,0,0,D,0,12+ months ago,1,3/8/2021,,,10,10,6.66,6.66,,,,3,19.98,11,73.26,0,0,245,647,4309.02,,1,,8.133,,1,39,74,141,387,182,519,593,683,,137.376,314.6657,507.669,1133.0878,2713.18,1440.2955,3925.582,4734.1622,5690.05,,1.473,,0.18111398,54.9257,14.389,209.4124,410.0962,380.0901,1122.9482,2118.8468,2130.6812
2/8/2023,United Kingdom,61509,,,,*BARLEYCUP FIBRE 100G 100G,Barleycup Fibre 100g,https://AAA/shop/product/barleycup-fibre-60061509?skuid=061509,100G,Barleycup,7189,GRANA SP. Z.O.O.,Food,"Teas, Hot Beverages & Milks",Coffee & Coffee Alternatives,Coffee Alternatives,INTERNET ONLY,1,1,1,0,C,0,12+ months ago,1,28/05/2022,,,2.9,3.89,1.7,1.73,,,,0,0,0,0,0,0,198,727,1257.71,,7,,20.07,,7,1,330,205,4697,512,8591,902,15999,,191.78,3.04,925.38,624.21,12921.469,1410.43,25142.879,2471.5,48232.12,,8.17,,0.407075237,1.31,369.11,269.56,4931.529,603.79,11684.319,1117.6275,24702.59
2/8/2023,United Kingdom,64466,Runin,64466,82402,HB PINEAPPLE PIECES210G 210G,AAA Pineapple Pieces 210g,https://AAA/shop/product/AAA-pineapple-pieces-210g-60082402?skuid=064466,210G,AAA,17104,WHITWORTHS LTD,Food,"Fruits, Nuts & Seeds",Fruit,Exotics,DRIED FRUIT & NUTS,0,0,1,1,C,0,0-5 months ago,1,14/06/2023,"1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 60, 62, 64, 65, 68",9/6/2023,5.99,5.99,3.42,3.42,0.971774194,1,1,9494,32469.48,774,2647.08,248,241,258,1293,4422.06,2,34,9.58,157.55,2,34,38,460,38,580,38,580,38,580,159.42,876.31,159.42,2162.32,159.42,2727.26,159.42,2727.26,159.42,2727.26,2.74,41.27,0.286012526,0.261948588,39.72,589.19,39.72,743.73,39.72,743.73,39.72,743.73
2/8/2023,United Kingdom,63837,,,,H&B CITRUS JUICE SINGLE,,,SINGLE,,18097,PRESS LONDON LTD,Food,Chilled Food,Chilled Convenience,Chilled Convenience,CHILLED FOODS,0,0,0,0,E,,0-5 months ago,1,,,,3,3,,,,,,0,0,,,0,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,82529,,,,PROMAX MEAL SACH SBERRY 20X85G SINGLE,,,SINGLE,,14999,Non-Order Items,Misc,Misc,Miscellaneous,Miscellaneous,SPARE,,,0,0,E,,0-5 months ago,0,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,83213,,,,MRS CRIMBLE CHOC MACAROON195 SINGLE,Mrs Crimble's 6 Big Choc Macaroons 195g,https://AAA/shop/product/mrs-crimble-s-6-big-choc-macaroons-60083213?skuid=083213,SINGLE,Mrs Crimbles,11002,KALLO GROUP LTD,Food,Healthier Snacking,Sweet Snacking,Biscuits & Cakes,Healthy Snacking,1,1,0,0,C,0,12+ months ago,1,1/10/2017,,,1.69,1.69,0.74,0.74,,,,0,0,,,0,0,9,50,37,,,,,,,,,,,,17,121,9847,,,,,,,,19.18,127.73,11025.649,,,,,,,,,,9.745,58.485,5220.329
2/8/2023,United Kingdom,8557,,,,SUKIN OB C/COAL GELCLEANSER 125ML,Sukin Oil Balancing + Charcoal Purifying Gel Cleanser 125ml,https://AAA/shop/product/sukin-oil-balancing-charcoal-purifying-gel-cleanser-60008557?skuid=008557,125ML,Sukin,2421,BWX BRANDS UK LTD,Beauty,Skincare,Skincare-Facial Skincare,Facial Skincare,SKIN CARE,0,0,1,1,D,0,12+ months ago,1,1/10/2017,"1, 2, 8, 9, 20",21/07/2021,9.95,9.95,3,3,0.993589744,1,1,1014,3042,15,45,156,155,170,731,2193,1,5,4.725,26.392,1,5,22,82,81,377,141,556,338,1189,37.0581,132.834,150.0075,543.717,497.6972,2323.4712,856.9284,3544.3639,2064.3229,8068.4933,2.715,16.342,0.574603175,0.619202789,84.9975,300.227,284.1872,1299.6612,489.6684,2065.3139,1169.8129,4896.8933
2/8/2023,United Kingdom,61913,,,,D&D DARK CHOC HONEYCOMB 80G 80G,Doisy & Dam Dark Chocolate Honeycomb 80g,https://AAA/shop/product/doisy-dam-dark-chocolate-honeycomb-60061913?skuid=061913,80G,Doisy & Dam,1300,NURTURE BRANDS,Food,Healthier Snacking,Confectionery,Chocolate,Healthy Snacking,1,1,0,0,C,1,6-11 months ago,1,3/8/2022,,,2.25,2.25,1.04,1.04,,,,0,0,,,0,0,23,60,62.4,,2,,2.8,,2,,74,,273,219,1470,1379,11706,,30.17,,115.589,,346.655,346.5561,2219.733,1847.4942,17812.7223,,1.24,,0.442857143,,39.149,,113.175,118.7961,1074.143,541.275,7070.2355
2/8/2023,United Kingdom,38378,,,,BEN&ANNA MOUTHWASH 500ML,Ben & Anna Mouthwash Sensitive (500ml),https://AAA/shop/product/ben-anna-mouthwash-sensitive-500ml-60038378?skuid=038378,500ML,Ben & Anna,27047,JM NATURE GMBH,Beauty,Toiletries,Toiletries-Dental,Mouthwash,TOILETRIES,1,1,0,0,E,0,12+ months ago,1,20/01/2020,,,5.5,5.5,3.3,,,,,0,0,,,0,0,2,3,,,,,,,,,1,,3,,7,,29,,4.583,,4.583,,13.749,,41.915,,199.794,,,,,,1.283,,3.849,,18.815,,104.094
2/8/2023,United Kingdom,35165,,,,AP ALOE VERA MAX STRENGTH 1LTR,Aloe Pura Maximum Strength Aloe Vera Juice 1000ml,https://AAA/shop/product/aloe-pura-aloe-vera-maximum-strength-juice-60035165?skuid=035165,1LTR,Aloe Pura,4203,DR ORGANIC LIMITED,VHMS,Gut Health,Every Day Gut Support,Fibre,GUT HEALTH,0,0,1,1,A,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 40, 95",12/5/2020,12.99,12.99,2.94,2.94,0.969359331,1,1,18904,55577.76,1837,5400.78,718,696,698,7355,21623.7,47,161,370.4156,1600.589,47,161,1819,7296,7230,27643,13127,47931,23950,92592,3492.0916,14844.8096,13158.8171,62559.0852,51795.4174,242559.1296,90506.5252,408539.1266,169855.5907,806014.8314,232.2356,1127.249,0.626959556,0.704271365,9113.3771,46353.0702,35505.583,178952.406,59543.8564,295597.6188,111160.2841,582115.7426
2/8/2023,United Kingdom,90827,,,,ECOVER STAIN REMOVER200ML SINGLE,,,SINGLE,,20136,TREE OF LIFE UK LTD,Beauty,Household,Cleaning / Laundry,Cleaning / Laundry,DIRECT PRODUCTS,0,0,0,0,E,0,12+ months ago,1,25/11/2021,,,0,0,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,5580,Runout,60304,5580,H&B SUPER CHELATED M/MINERAL 100,AAA Super Multi Mineral (including Iodine) 100 Tablets,https://AAA/shop/product/AAA-super-multi-mineral-including-iodine-tablets-60005580?skuid=005580,100,AAA,7151,H&B INTERNAL PACKAGING,VHMS,"Heart, Vision & Brain Health",Heart,Herbal & Mineral,ENERGY & PERFORMANCE,1,1,0,0,B,0,12+ months ago,1,1/10/2017,,,4.3,4.3,1.63,1.62,,,,534,870.42,,,0,0,66,169,273.78,,2,,3.584,,2,,79,,545,,1274,6,5133,,26.892,,195.323,,1813.641,,4580.561,28.4331,21530.279,,0.324,,0.090401786,,67.063,,930.361,,2520.261,18.7131,13390.509
2/8/2023,United Kingdom,81449,,,,SALT + BLACK PEP CASHEW SAMPLE 200G,,,200G,,14999,Non-Order Items,Food,"Fruits, Nuts & Seeds",Nuts,Mixes,SPARE,1,1,0,0,E,,0-5 months ago,1,,,,0.01,0.01,0.00E+00,,,,,0,0,,,0,0,1,1,0,,,,,,,,,,,,,,-1,,,,,,,,,,-0.008,,,,,,,,,,,,-0.008
2/8/2023,United Kingdom,12129,,,,BM MINERAL EYESHADOWDUSTY RO SINGLE,Beautiful Me Mineral Eyeshadow Dusty Road,https://AAA/shop/product/beautiful-me-mineral-eyeshadow-dusty-road-60012129?skuid=012129,SINGLE,Beautiful Me,11023,KENT COSMETICS LTD,Beauty,Cosmetics,Cosmetics,Eyes,BEAUTIFUL MOVEMENTS,1,1,0,0,E,0,12+ months ago,1,1/10/2017,,,0.5,0.5,2.33,,,,,0,0,,,0,0,17,55,128.15,,,,,,,,1,,9,,24,,32,,,,0.833,,6.165,,18.345,,28.963,,,,,,-1.497,,-14.805,,-37.575,,-45.627
2/8/2023,United Kingdom,51546,,,,H&B ENERGY EFFERVESCENT BLACK 20,AAA High Strength Vit B Complex Effervescent Blackcurrant Flavour 20 Tablets,https://AAA/shop/product/AAA-high-strength-vit-b-complex-effervescent-20-tablets-60051546?skuid=051546,20,AAA,15073,OPALBOND NUTRITION LTD,VHMS,Energy & Performance,Energy Support,Vit B Complexes,ENERGY & PERFORMANCE,1,1,1,0,C,0,12+ months ago,1,27/06/2022,,,4.99,4.99,1.35,1.35,,,,445,600.75,92,124.2,0,0,698,11294,15246.9,2,59,6.2333,185.629,2,59,69,1989,247,6498,367,9721,616,15661,65.4662,1781.611,197.7569,6594.497,756.0292,22938.204,1230.519,37343.729,2161.2577,65458.081,3.5333,105.979,0.566842603,0.570918337,104.6069,3909.347,422.5792,14157.494,735.069,24261.239,1329.6577,44392.211
2/8/2023,United Kingdom,46980,Runin,46980,1286,H&B VEGAN VIT D 25UG 90CAPS,AAA Vegan Vitamin D 1000 I.U 25ug 90 Capsules,https://AAA/shop/product/AAA-mushroom-vegan-vitamin-d-25ug-60001286?skuid=046980,90CAPS,AAA,7151,H&B INTERNAL PACKAGING,VHMS,"Joint, Bone & Muscle Care",Prevention & Maintainance,Vitamin D,"JOINT, BONE & MUSCLE CARE",0,0,1,1,B,0,12+ months ago,1,2/9/2021,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 40, 41, 42, 44, 45, 95",11/8/2021,5.99,5.99,2.98,2.96,0.98189415,1,1,5182,15442.36,91,271.18,718,705,698,3558,10531.68,9,96,30.9582,370.89,9,96,203,2230,760,8121,1230,13808,3522,31871,196.4404,2429.351,680.3868,8474.0786,2644.373,31751.3389,4237.2957,53831.8642,11920.899,123616.1467,4.3182,84.81,0.139484854,0.228666181,79.4268,1834.3286,394.393,7577.1389,594.7357,12851.2442,1476.769,29276.0067
2/8/2023,United Kingdom,65752,,,,WW SEAWEED SNCKS SEASALT 30G 30G,Wavy Wonders Seaweed & Seed Snack Sea Salt 30g,,30G,Wavy Wonders,17108,WAVY WONDERS APS,Food,Healthier Snacking,Savoury Snacking,Savoury Snacking-Single serve,Healthy Snacking,0,0,0,0,C,1,0-5 months ago,1,1/8/2023,"1, 2, 3, 4, 5, 6, 7, 20, 21, 22, 23, 24, 25, 26",1/8/2023,2.49,2.49,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,45955,,,,TRUFFLES 144G SINGLE,Doisy & Dam Vegan Dark Chocolate Smooth Truffles 144g,https://AAA/shop/product/doisy-dam-vegan-dark-chocolate-smooth-truffles-60045955?skuid=045955,SINGLE,Doisy & Dam,1300,NURTURE BRANDS,Food,Healthier Snacking,Confectionery,Chocolate,CHRISTMAS,1,1,0,0,C,0,12+ months ago,1,22/09/2020,,,1.35,5.5,1.551886792,2.35,,,,0,0,,,0,0,3,3,7.05,,,,,,,,,,53,,504,1260,7760,,,,,,36.309,,425.125,2821.0908,17554.4256,,,,,,,,-73.5535,,-623.6075,-139.9092,2469.1931
2/8/2023,United Kingdom,46257,,,,TREK SALTED CARAMELPROTEIN 50G,Trek Salted Caramel Protein Flapjack 50g,https://AAA/shop/product/trek-salted-caramel-protein-flapjack-60046257?skuid=046257,50G,Trek,14173,Natural Balance Foods Ltd,Food,Healthier Snacking,Active Snacking,Active Snacking-Flapjacks,Healthy Snacking,0,0,1,1,B,0,12+ months ago,1,16/10/2020,"1, 2, 3, 20, 21, 22, 23",1/8/2022,1.25,1.25,0.56,0.57,0.950819672,1,1,6967,3901.52,468,262.08,183,174,594,8475,4830.75,1,135,0.93,148.93,1,135,506,9420,1765,28890,1964,36901,6183,63377,78.13,2097.76,439.46,8439.39,1480,26469.228,1670.4,35407.552,4221.28,56637.347,0.36,73.33,0.387096774,0.49237897,231.014,4662.748,749.0292,14648.8224,836.4608,19591.8804,1820.3343,30161.5259
2/8/2023,United Kingdom,64042,,,,BIOMETRIC SCAN SINGLE,,,SINGLE,,99999,DE TUINEN,Beauty,Electricals,Electrical Health & Diagnostics,Electrical Health & Diagnostics,Diagnostics,0,0,0,0,E,1,6-11 months ago,1,12/1/2023,,,2,2,2,,,,,0,0,,,0,0,1,2,,,19,,30.958,,19,,534,,1816,,2271,,2449,,252.57,,883.762,,2974.263,,3712.998,,3998.311,,-7.042,,-0.227469475,,-184.238,,-657.737,,-829.002,,-899.689
2/8/2023,United Kingdom,4643,,,,H&B PUFFED RICE 200G,AAA Gluten Free Plain Puffed Rice 200g,https://AAA/shop/product/AAA-gluten-free-plain-puffed-rice-60004643?skuid=004643,200G,AAA,8218,H&B Internal Packaging,Food,Breakfast & Spreads,Cereals,Wheat,"SUPERFOODS, SEEDS & CEREALS",,,0,0,E,0,12+ months ago,0,1/10/2017,,,1.79,1.79,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,64716,,,,*ENERGY AMINOS APPLE400G 400G,Foodspring Energy Aminos Apple 400g,,400G,Foodspring,7969,FOODSPRING GMBH,VHMS,Sports Supplements,Amino Acids,BCAA/EAAs,Sports Supplements,0,0,1,1,C,1,0-5 months ago,1,25/05/2023,,,35,35,14.58,14.58,,1,,0,0,603,8791.74,0,0,327,1604,23386.32,,2,,58.05,,2,4,29,9,67,9,67,9,67,22.4916,284.779,82.4916,723.662,199.1498,1663.773,199.1498,1663.773,199.1498,1663.773,,28.89,,0.497674419,32.3364,355.9544,82.2182,788.973,82.2182,788.973,82.2182,788.973
2/8/2023,United Kingdom,64596,,,,HB BEAUTY CHOCOLATEBAR 75G 75G,,,75G,,25089,L'ARTISAN DU CHOCOLAT LTD,Food,Protein Powders,Nutritionally Complete Food,Bars,Healthy Snacking,0,0,0,0,C,1,0-5 months ago,1,1/8/2023,"1, 2, 3, 4, 5, 6, 7, 8, 20, 21, 22, 23, 24, 25, 26, 27",1/8/2023,3.29,3.29,,,,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2023,United Kingdom,83782,,,,PARADOX 3 6 & 9 LIQUID 225ML,"Paradox Omega 3, 6 & 9 High Strength Oil 225ml",https://AAA/shop/product/paradox-omega-3-6-9-high-strength-oil-60083782?skuid=083782,225ML,Paradox,16309,PARADOX OMEGA OILS LIMITE,VHMS,"Heart, Vision & Brain Health",Heart,Fish Omegas,"HEART, VISION & BRAIN",0,0,1,1,C,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 20, 21, 22, 23, 24, 25, 26, 27, 28, 95",29/03/2021,13.99,13.99,4.36,4.36,0.974110032,1,0,2,8.72,32,139.52,618,602,606,2379,10372.44,7,19,69.1914,198.664,7,19,175,775,644,2500,1213,4181,2165,7829,438.8905,1697.5996,1407.1881,6938.9684,5215.4283,23356.8842,9595.1856,38365.5637,17576.7256,72982.6278,38.6714,115.824,0.558904719,0.583014537,827.3081,4356.2084,2982.1183,14678.5142,5504.3656,24167.0337,10083.8356,45825.7378
2/8/2023,United Kingdom,83578,,,,DR O TTREE MOUTHWASH 500ML,Dr Organic Antibacterial Tea Tree Mouthwash 500ml,https://AAA/shop/product/dr-organic-antibacterial-tea-tree-mouthwash-60083578?skuid=083578,500ML,Dr Organic,4203,DR ORGANIC LIMITED,Beauty,Toiletries,Toiletries-Dental,Mouthwash,TOILETRIES,0,0,1,1,B,0,12+ months ago,1,1/10/2017,"1, 2, 3, 4, 5, 6, 7, 8, 9, 20, 21, 22, 23, 24, 25, 26, 27, 28, 95",30/03/2020,6.99,6.99,2.35,2.35,0.965181058,1,1,3555,8354.25,371,871.85,718,693,695,2823,6634.05,26,97,98.9244,388.81,26,97,406,1959,2125,7739,3427,11637,6635,24008,510.6561,2625.174,1610.0346,8819.2546,7850.7921,33641.6605,12752.9295,50809.9865,24401.3222,104597.718,50.0444,206.45,0.505885302,0.530979141,846.7546,5138.1646,3855.7921,19100.8505,6310.1695,29103.3265,11927.5222,61366.058
2/8/2023,United Kingdom,33570,,,,MINOR FIGURES COLD BREW LATTE 200ML,Minor Figures Cold Brew Coffee Latte 200ml,https://AAA/shop/product/minor-figures-cold-brew-coffee-latte-60033570?skuid=033570,200ML,Minor Figures,13393,MINOR FIGURES LTD,Food,Drinks,Chilled Drinks,Energy Drinks,CHILLED RTDS,1,1,1,1,C,0,12+ months ago,1,29/01/2019,"1, 2, 4, 5, 6, 7, 8",30/04/2021,2.29,2.29,0.96,1.04,0.993197279,1,1,2736,2626.56,187,179.52,441,438,534,5343,5556.72,8,74,9.94,100.59,8,74,243,1220,1649,5859,2167,8907,4056,15204,61.31,711.541,417.84,2556.552,2107.77,10487.546,2700.17,14919.938,5000.48,24148.113,3.4504,46.4812,0.347122736,0.462085694,166.9504,1416.0532,515.2729,5554.8722,685.2204,7622.6067,1527.9829,12218.0567
